静謐,せいひつ
棊子麺,きしめん
行縢,むかばき
寛弘,かんこう
複々線,ふくふくせん
毛氈苔,もうせんごけ
燗鍋,かんなべ
頓智,とんち
姦賊,かんぞく
揺籃,ようらん
勿体,もったい
範疇,はんちゅう
雁皮,がんぴ
徒跣,かちはだし
間歇,かんけつ
電閃,でんせん
蕁麻疹,じんましん
素槍,すやり
味噌,みそ
蝶番,ちょうつがい
酸漿提灯,ほおずきぢょうちん
強弩,きょうど
姫鱒,ひめます
旧蹟,きゅうせき
杵柄,きねづか
喧騒,けんそう
雲烟,うんえん
茶碗蒸,ちゃわんむし
詩篇,しへん
仇討,あだうち
蛮夷,ばんい
鞍馬,あんば
栗毛,くりげ
曼珠沙華,まんじゅしゃげ
蓮糸,はすいと
羸痩,るいそう
譚詩,たんし
葦登,よしのぼり
家苞,いえづと
太棹,ふとざお
梵妻,ぼんさい
誤謬,ごびゅう
洒落,しゃらく
洒落,しゃれ
蜘蛛手,くもで
穿刺,せんし
手摺,てすり
砒素,ひそ
倭琴,やまとごと
痼疾,こしつ
朱欒,ざぼん
櫓脚,ろあし
老鴬,ろうおう
漢奸,かんかん
侘住居,わびずまい
旅篭,はたご
涜神,とくしん
山鉾,やまぼこ
財嚢,ざいのう
鼈甲,べっこう
放埒,ほうらつ
髻華,うず
目篭,めかご
叡覧,えいらん
靴篦,くつべら
贅物,ぜいぶつ
芸苑,げいえん
乃父,だいふ
赤燐,せきりん
火遁,かとん
痴話喧嘩,ちわげんか
補陀落,ふだらく
場面々々,ばめんばめん
驃騎兵,ひょうきへい
雛壇,ひなだん
屎尿,しにょう
微々,びび
狭隘,きょうあい
撰集,せんじゅう
撰集,せんしゅう
手前味噌,てまえみそ
脳震盪,のうしんとう
目庇,まびさし
浄几,じょうき
幽艷,ゆうえん
蒼海,そうかい
蛋白,たんぱく
鶴嘴,つるはし
宇宙塵,うちゅうじん
石鹸,せっけん
和讃,わさん
繻子,しゅす
諷意,ふうい
茶托,ちゃたく
鍬形虫,くわがたむし
簡勁,かんけい
手榴弾,てりゅうだん
手榴弾,しゅりゅうだん
田吾作,たごさく
鯖雲,さばぐも
天鵞絨,びろうど
祥瑞,しょうずい
得々,とくとく
正篇,せいへん
高誼,こうぎ
硼素,ほうそ
浜荻,はまおぎ
霊智,れいち
谿流,けいりゅう
膏血,こうけつ
肋間,ろっかん
階梯,かいてい
酒樽,さかだる
彌次郎兵衛,やじろべえ
体躯,たいく
紛々,ふんぷん
勅諚,ちょくじょう
木斛,もっこく
仮綴,かりとじ
逆蜻蛉,さかとんぼ
庵主,あんしゅ
叢林,そうりん
天譴,てんけん
星屑,ほしくず
澱粉,でんぷん
根瘤,こんりゅう
折鞄,おりかばん
玉鬘,たまかずら
石茸,いわたけ
瑞穂,みずほ
膝栗毛,ひざくりげ
鷹飼,たかがい
乎古止点,をことてん
巨擘,きょはく
頚木,くびき
釣天狗,つりてんぐ
飯櫃,めしびつ
木瓜,ぼけ
擦疵,すりきず
兵仗,ひょうじょう
兵仗,へいじょう
愕然,がくぜん
魁偉,かいい
硯材,けんざい
智歯,ちし
猪口,ちょこ
樽俎折衝,そんそせっしょう
彦星,ひこぼし
茄子紺,なすこん
延棹,のべざお
伊呂波歌留多,いろはがるた
押鮨,おしずし
迂生,うせい
小鬢,こびん
葦戸,よしど
嘘八百,うそはっぴゃく
御伽草子,おとぎぞうし
禽獣,きんじゅう
骨牌,かるた
骨牌,こっぱい
賤業,せんぎょう
驕児,きょうじ
荒筵,あらむしろ
慾望,よくぼう
障碍,しょうがい
障碍,しょうげ
廻廊,かいろう
忌憚,きたん
善哉,ぜんざい
史蹟,しせき
切篭灯篭,きりこどうろう
驢馬,ろば
蒲焼,かばやき
毒茸,どくたけ
亜潅木,あかんぼく
焼石膏,しょうせっこう
疵物,きずもの
野鼠,のねずみ
老婢,ろうひ
梵語,ぼんご
四面楚歌,しめんそか
巨巖,きょがん
甘薯,かんしょ
蛆虫,うじむし
皮剥,かわはぎ
小祠,しょうし
托生,たくしょう
木蝋,もくろう
桔梗,ききょう
鴛鴦夫婦,おしどりふうふ
宝祚,ほうそ
天秤棒,てんびんぼう
文苑,ぶんえん
金箔,きんぱく
凄艷,せいえん
百折不撓,ひゃくせつふとう
京洛,きょうらく
洋々,ようよう
一縷,いちる
小手毬,こでまり
島々,しまじま
碧眼,へきがん
忌諱,きき
忌諱,きい
小逕,しょうけい
船渠,せんきょ
蒟蒻版,こんにゃくばん
什物,じゅうもつ
疵痕,きずあと
辻堂,つじどう
夜鷹,よたか
溝萩,みそはぎ
匕首,ひしゅ
惣太鰹,そうだがつお
常住坐臥,じょうじゅうざが
中砥,なかと
片口鰯,かたくちいわし
小姑,こじゅうと
小姑,こじゅうとめ
聖譚曲,せいたんきょく
鉄火味噌,てっかみそ
曼陀羅華,まんだらげ
醇朴,じゅんぼく
参覲交代,さんきんこうたい
煤竹,すすたけ
饗膳,きょうぜん
三化螟虫,さんかめいちゅう
意慾,いよく
溜塗,ためぬり
鴉片,あへん
白鑞,しろめ
些少,さしょう
桿菌,かんきん
牢名主,ろうなぬし
聯邦,れんぽう
鴉片窟,あへんくつ
蔗糖,しょとう
楊柳,かわやなぎ
楊柳,ようりゅう
濾水,ろすい
銚子,ちょうし
櫓下,やぐらした
画鋲,がびょう
酉待,とりのまち
祠祭,しさい
祝盃,しゅくはい
中臈,ちゅうろう
手槍,てやり
浅葱,あさつき
浅葱,あさぎ
空々,くうくう
畳鰯,たたみいわし
羊羹,ようかん
祠官,しかん
論叢,ろんそう
疫癘,えきれい
什宝,じゅうほう
鳩笛,はとぶえ
家鴨,あひる
壷焼,つぼやき
風声鶴唳,ふうせいかくれい
阿房,あほう
三稜鏡,さんりょうきょう
鰯雲,いわしぐも
一齣,ひとこま
銭龜,ぜにがめ
夕凪,ゆうなぎ
布袋葵,ほていあおい
女旱,おんなひでり
叛意,はんい
都邑,とゆう
猿猴,えんこう
哥沢,うたざわ
馬鈴薯,じゃがいも
馬鈴薯,ばれいしょ
朱鷺,とき
聯盟,れんめい
林檎,りんご
野臥,のぶせり
厭味,いやみ
贖罪,しょくざい
聚落,しゅうらく
聚落,じゅらく
四阿,あずまや
金剛夜叉,こんごうやしゃ
匹儔,ひっちゅう
炭櫃,すびつ
飯蛸,いいだこ
贋物,にせもの
切々,せつせつ
青桐,あおぎり
阿古屋貝,あこやがい
角叉,つのまた
獰猛,どうもう
蝸牛,かぎゅう
蝸牛,かたつむり
不倶戴天,ふぐたいてん
高粱,こうりゃん
胚子,はいし
御稜威,みいつ
鋪道,ほどう
火熨斗,ひのし
棒鱈,ぼうだら
海苔巻,のりまき
兇猛,きょうもう
阿弥,あみ
辻車,つじぐるま
丸髷,まるまげ
矩形,くけい
只者,ただもの
自棄糞,やけくそ
蘊蓄,うんちく
竹薮,たけやぶ
黒鼠,くろねずみ
藺草,いぐさ
鼠径,そけい
逕庭,けいてい
巻鬚,まきひげ
首魁,しゅかい
上方贅六,かみがたぜいろく
蔓菜,つるな
皐月躑躅,さつきつつじ
総桐,そうぎり
濾紙,ろし
濾紙,こしがみ
水楊,かわやなぎ
葷酒,くんしゅ
鉄槌,てっつい
珊瑚珠,さんごじゅ
燐酸,りんさん
兇手,きょうしゅ
兵站,へいたん
商売仇,しょうばいがたき
奴婢,ぬひ
奴婢,どひ
甘蔗,かんしょ
甘蔗,かんしゃ
磔刑,たっけい
鞍尻,くらじり
桧葉,ひば
兎馬,うさぎうま
和気藹々,わきあいあい
骰子,さいころ
骰子,さい
憤懣,ふんまん
巻帙,かんちつ
粉塵,ふんじん
卓袱,しっぽく
狐狸妖怪,こりようかい
孔雀石,くじゃくせき
胸腔,きょうこう
朦気,もうき
奇捷,きしょう
躁急,そうきゅう
要所々々,ようしょようしょ
跋語,ばつご
縞物,しまもの
悠々閑々,ゆうゆうかんかん
箏曲,そうきょく
前翅,ぜんし
仕込杖,しこみづえ
穎才,えいさい
人面疽,じんめんそ
禿頭,はげあたま
鍔元,つばもと
小褄,こづま
恪勤,かっきん
入内雀,にゅうないすずめ
山稜,さんりょう
撒餌,まきえ
寵児,ちょうじ
入汐,いりしお
杏里,あんり
顆粒,かりゅう
矮性,わいせい
柴山,しばやま
芍薬,しゃくやく
私書函,ししょかん
譫言,うわごと
綜合大学,そうごうだいがく
究竟,くっきょう
究竟,きゅうきょう
下々,しもじも
猿轡,さるぐつわ
判官贔屓,はんがんびいき
判官贔屓,ほうがんびいき
躾糸,しつけいと
檀家,だんか
点睛,てんせい
荒寥,こうりょう
気褄,きづま
唐鍬,とうが
唐鍬,とうぐわ
夜這,よばい
紐帯,ちゅうたい
絹漉,きぬごし
救癩,きゅうらい
弘済会,こうさいかい
絹篩,きぬぶるい
万鈞,ばんきん
憑依,ひょうい
内帑,ないど
鬼哭,きこく
綴織,つづれおり
芥子人形,けしにんぎょう
色慾,しきよく
眼窩,がんか
笊碁,ざるご
冬瓜,とうが
冬瓜,とうがん
祭祀,さいし
芥子頭,けしあたま
二化螟蛾,にかめいが
川原撫子,かわらなでしこ
俄盲,にわかめくら
截然,さいぜん
截然,せつぜん
嚢胞,のうほう
燦然,さんぜん
折々,おりおり
奸臣,かんしん
蔦葛,つたかずら
黄蜀葵,とろろあおい
黄蜀葵,おうしょっき
高坏,たかつき
莢隠元,さやいんげん
抒情,じょじょう
逆艪,さかろ
掏児,すり
前轍,ぜんてつ
楕円弧,だえんこ
蛟竜,こうりょう
朝餉,あさげ
淫祠,いんし
金紗,きんしゃ
一揆,いっき
伊賀袴,いがばかま
街談文々集要,がいだんぶんぶんしゅうよう
首枷,くびかせ
一気呵成,いっきかせい
帰雁,きがん
長汀曲浦,ちょうていきょくほ
千鈞,せんきん
落胤,らくいん
焚書,ふんしょ
奸商,かんしょう
八面玲瓏,はちめんれいろう
冥々,めいめい
天稟,てんぴん
駑馬,どば
寝藁,ねわら
螟虫,めいちゅう
螟虫,ずいむし
帳面々,ちょうめんづら
尻胼胝,しりだこ
獅子舞,ししまい
肺腑,はいふ
撞球,どうきゅう
迂愚,うぐ
一盞,いっさん
松葉杖,まつばづえ
鳥瞰図,ちょうかんず
干瓢,かんぴょう
公娼,こうしょう
戦々兢々,せんせんきょうきょう
脚註,きゃくちゅう
醇美,じゅんび
篝火,かがりび
伉配,こうはい
籬垣,ませがき
耆宿,きしゅく
騙馬,せんば
毛臑,けずね
半臂,はんぴ
大鋸,おが
輿望,よぼう
誨淫,かいいん
鼠輩,そはい
雌蕊,めしべ
再々,さいさい
静謐,せいひつ
水甕,みずがめ
蒙昧,もうまい
文學,ぶんがく
魑魅魍魎,ちみもうりょう
曙光,しょこう
粉々,こなごな
処々,しょしょ
吸呑,すいのみ
伎倆,ぎりょう
外套,がいとう
茶柄杓,ちゃびしゃく
花蕊,かずい
八朔,はっさく
汚穢,おあい
汚穢,おわい
花鰹,はながつお
禰宜,ねぎ
錦紗,きんしゃ
伶人,れいじん
蔓草,つるくさ
擲弾筒,てきだんとう
深山颪,みやまおろし
不悉,ふしつ
丸絎,まるぐけ
筑南,ちくなん
飛檄,ひげき
湯潅,ゆかん
金槌,かなづち
金槌,かなづち
兇漢,きょうかん
屑米,くずまい
篋底,きょうてい
庚申塚,こうしんづか
鳶尾,いちはつ
音燭,おんしょく
家禽,かきん
扁平足,へんぺいそく
燈台,とうだい
烙印,らくいん
轟然,ごうぜん
花蘇芳,はなずおう
蟹工船,かにこうせん
阿鼻,あび
抗癌剤,こうがんざい
菫色,すみれいろ
辻強盗,つじごうとう
茶匙,ちゃさじ
羊蹄,ぎしぎし
余裕綽々,よゆうしゃくしゃく
短篇,たんぺん
白癬,はくせん
爛漫,らんまん
鉄砧,かなとこ
性慾,せいよく
陀羅尼,だらに
銀鼠,ぎんねず
海嶺,かいれい
久闊,きゅうかつ
一聯,いちれん
彼此,ひし
虹鱒,にじます
坐業,ざぎょう
檳榔樹,びんろうじゅ
嚢網,ふくろあみ
山彦,やまびこ
華僑,かきょう
三番叟,さんばそう
覗眼鏡,のぞきめがね
世塵,せじん
金瘡,きんそう
悍婦,かんぷ
瑞枝,みずえ
大鋸屑,おがくず
烈々,れつれつ
土鳩,どばと
釈迦三尊,しゃかさんぞん
生醤油,きじょうゆ
画嚢,がのう
竃馬,かまどうま
石龜,いしがめ
大智,たいち
燗番,かんばん
椋木,むくのき
伊勢崎織,いせざきおり
蟇股,かえるまた
橋梁,きょうりょう
稀元素,きげんそ
海狸,び゜ば゜
海狸,かいり
夕餉,ゆうげ
柞蚕,さくさん
左顧右眄,さこうべん
彌次喜多,やじきた
血糊,ちのり
臍帯,さいたい
臍帯,せいたい
瓜実顔,うりざねがお
長襦袢,ながじゅばん
長襦袢,ながじばん
公衙,こうが
竿釣,さおづり
蜚語,ひご
櫛巻,くしまき
巻藁,まきわら
呆然,ぼうぜん
鬼薊,おにあざみ
狐火,きつねび
昂然,こうぜん
稜線,りょうせん
二十日鼠,はつかねずみ
葛篭,つづら
倶梨伽羅,くりから
鴨居,かもい
糸鬢,いとびん
證券,しょうけん
鳥兜,とりかぶと
花聟,はなむこ
揚羽蝶,あげはちょう
裂痔,きれじ
霞網,かすみあみ
鄙歌,ひなうた
饑餓,きが
弥勒菩薩,みろくぼさつ
熨斗袋,のしぶくろ
仇敵,きゅうてき
肺癌,はいがん
牆壁,しょうへき
潅仏会,かんぶつえ
些細,ささい
硅素,けいそ
蛇篭,じゃかご
芥子坊主,けしぼうず
柑子,こうじ
片栗粉,かたくりこ
梟木,きょうぼく
追而書,おってがき
菱形,ひしがた
山鳩,やまばと
鼠賊,そぞく
金轡,かなぐつわ
灸点,きゅうてん
左衽,さじん
噺家,はなしか
蓚酸,しゅうさん
方々,かたがた
巨躯,きょく
熨斗目,のしめ
擂身,すりみ
妻妾,さいしょう
謬見,びゅうけん
格子縞,こうしじま
芭蕉布,ばしょうふ
手鞠花,てまりばな
病牀,びょうしょう
羇旅,きりょ
仄々明,ほのぼのあけ
粗朶,そだ
月夜烏,つきよがらす
捷径,しょうけい
英邁,えいまい
沢瀉,おもだか
御輿,みこし
土嚢,どのう
大慾,たいよく
木樋,きどい
疥癬虫,かいせんちゅう
贓品,ぞうひん
溌墨,はつぼく
（有）,ゆうげんがいしゃ
鴻毛,こうもう
欣幸,きんこう
呵責,かしゃく
毘沙門天,びしゃもんてん
寸楮,すんちょ
毛鉤,けばり
贔屓目,ひいきめ
年甲斐,としがい
嬌姿,きょうし
永訣,えいけつ
朧月,おぼろづき
酉偏,とりへん
厖大,ぼうだい
屁理屈,へりくつ
険峻,けんしゅん
須彌壇,しゅみだん
硅砂,けいしゃ
梵刹,ぼんさつ
梵刹,ぼんせつ
熨斗鮑,のしあわび
星辰,せいしん
薩摩絣,さつまがすり
禁闕,きんけつ
生々,せいせい
顫音,せんおん
乾海鼠,ほしこ
木乃伊,みいら
牢舎,ろうしゃ
保姆,ほぼ
橋頭堡,きょうとうほ
荷捌,にさばき
手帖,てちょう
泥鰌隠元,どじょういんげん
垢光,あかびかり
言々,げんげん
葡萄色,ぶどういろ
無慾,むよく
名媚,めいび
洋妾,らしゃめん
驥尾,きび
茫然,ぼうぜん
題跋,だいばつ
瞠若,どうじゃく
幼馴染,おさななじみ
廊下鳶,ろうかとんび
源五郎鮒,げんごろうぶな
手套,しゅとう
蚤取粉,のみとりこ
二絃琴,にげんきん
箒星,ほうきぼし
車輌,しゃりょう
殺鼠剤,さっそざい
鴟尾,しび
曾祖母,そうそぼ
曾祖母,ひいばば
唖然,あぜん
恩讎,おんしゅう
挽子,ひきこ
金甌無欠,きんおうむけつ
酋長,しゅうちょう
黄楊,つげ
蝋石,ろうせき
種蒔,たねまき
生甲斐,いきがい
艷文,えんぶん
粗餐,そさん
衣裳方,いしょうかた
葡萄茶,えびちゃ
君寵,くんちょう
早駕篭,はやかご
大袈裟,おおげさ
青豌豆,あおえんどう
黒檀,こくたん
牛糞,ぎゅうふん
島嶼,とうしょ
銀燭,ぎんしょく
硅藻,けいそう
宏大,こうだい
輿脇,こしわき
豊艷,ほうえん
祝祷,しゅくとう
青海苔,あおのり
肉桂,にっけい
聾桟敷,つんぼさじき
下臈,げろう
歳々,さいさい
伊達者,だてしゃ
只今,ただいま
轡虫,くつわむし
綴蓋,とじぶた
睡蓮,すいれん
小、中学生,しょうちゅうがくせい
節々,ふしぶし
龕灯,がんどう
馭者,ぎょしゃ
剽盗,ひょうとう
剴切,がいせつ
点々,てんてん
α線,あるふぁせん
癈人,はいじん
鷲鼻,わしばな
辨慶,べんけい
慈姑頭,くわいあたま
腑分,ふわけ
四目錐,よつめぎり
後塵,こうじん
綾織,あやおり
簒立,さんりつ
聖蹟,せいせき
薮柑子,やぶこうじ
籐製品,とうせいひん
天籟,てんらい
蘊奥,うんおう
蘊奥,うんのう
散々,さんざん
屍室,ししつ
蕎麦,そば
洒脱,しゃだつ
雑嚢,ざつのう
姦計,かんけい
杓子菜,しゃくしな
晏如,あんじょ
腎盂炎,じんうえん
濡手,ぬれて
讃仰,さんぎょう
缺文,けつぶん
煖炉,だんろ
蝋梅,ろうばい
剛愎,ごうふく
優渥,ゆうあく
海苔,のり
前々回,ぜんぜんかい
流眄,りゅうべん
晴衣裳,はれいしょう
老鋪,ろうほ
詩嚢,しのう
曝首,さらしくび
本地垂迹,ほんじすいじゃく
篇章,へんしょう
時々刻々,じじこくこく
五月躑躅,さつきつつじ
艷聞,えんぶん
防塵,ぼうじん
錨鎖,びょうさ
印篭,いんろう
遥遠,ようえん
水呑百姓,みずのみびゃくしょう
草莽,そうもう
屑物,くずもの
拵事,こしらえごと
茶筌,ちゃせん
椿事,ちんじ
花卉,かき
翕然,きゅうぜん
干鯛,ひだい
猩紅熱,しょうこうねつ
蔭地,かげち
幽邃,ゆうすい
亜喬木,あきょうぼく
襟刳,えりぐり
蜷局,とぐろ
高蒔絵,たかまきえ
煉炭,れんたん
誕辰,たんしん
脂燭,しそく
藁工品,わらこうひん
抜衿,ぬきえり
栗山,くりやま
茶筅髪,ちゃせんがみ
肋木,ろくぼく
葵祭,あおいまつり
天罰覿面,てんばつてきめん
画讚,がさん
雁首,がんくび
裏矩,うらがね
護謨長,ごむなが
卯木,うつぎ
渾然一体,こんぜんいったい
倶楽部,くらぶ
卑賎,ひせん
俊髦,しゅんぼう
籤運,くじうん
硬膏,こうこう
物慾,ぶつよく
鶏鳴狗盗,けいめいくとう
桧皮葺,ひわだぶき
楊弓,ようきゅう
篠懸,すずかけ
手垢,てあか
紅綬,こうじゅ
曾孫,そうそん
曾孫,ひまご
峰々,みねみね
齲歯,うし
齲歯,むしば
蜃気楼,しんきろう
緞子,どんす
金毘羅,こんぴら
猜忌,さいき
鶸色,ひわいろ
鵞鳥,がちょう
焚口,たきぐち
酒甕,さかがめ
汗疣,あせも
薙刀,なぎなた
石榴,ざくろ
乾坤,けんこん
智能犯,ちのうはん
吊革,つりかわ
逗子,ずし
壁蝨,だに
識閾,しきいき
交趾,こうちん
鷹派,たかは
鮫肌,さめはだ
謎々,なぞなぞ
銀狐,ぎんぎつね
怒涛,どとう
春蘭,しゅんらん
下婢,かひ
蓴菜,じゅんさい
天地開闢,てんちかいびゃく
断断乎,だんだんこ
平紐,ひらひも
楊弓場,ようきゅうば
獅子,しし
砒酸鉛,ひさんなまり
面頬,めんぼう
気焔,きえん
刺叉,さすまた
屑鉄,くずてつ
禿筆,ちびふで
禿筆,とくひつ
姥捨山,うばすてやま
鹿砦,ろくさい
小舅,こじゅうと
花骨牌,はながるた
五寸釘,ごすんくぎ
輸贏,ゆえい
庄屋,しょうや
胡散,うさん
褶曲,しゅうきょく
竹帛,ちくはく
危殆,きたい
社稷,しゃしょく
香烟,こうえん
準々,じゅんじゅん
戸閾,とじきみ
奸物,かんぶつ
一倡三歎,いっしょうさんたん
屑屋,くずや
籤引,くじびき
劫初,ごうしょ
法螺,ほら
淫猥,いんわい
楚歌,そか
切屑,きりくず
藻屑,もくず
峻険,しゅんけん
中洲,なかす
団匪,だんぴ
剣戟,けんげき
室鯵,むろあじ
灰燼,かいじん
掻取,かいどり
脛巾,はばき
亥子,いのこ
寒冷紗,かんれいしゃ
不豫,ふよ
勝栗,かちぐり
山砦,さんさい
翼々,よくよく
菜切庖丁,なきりぼうちょう
瘴気,しょうき
野幇間,のだいこ
矮林,わいりん
燻製,くんせい
棒縞,ぼうじま
箝口令,かんこうれい
緞帳,どんちょう
海蘊,もずく
外寇,がいこう
小篆,しょうてん
昼餉,ひるげ
孟宗,もうそう
混淆,ぎょくせきこんこう
梵天,ぼんてん
朋党,ほうとう
搜査,そうさ
乳癌,にゅうがん
経綸,けいりん
競漕,きょうそう
碇草,いかりそう
摩訶不思議,まかふしぎ
菩提,ぼだい
鶴龜,つるかめ
紺碧,こんぺき
北狄,ほくてき
枡席,ますせき
羸弱,るいじゃく
青緡,あおざし
羽箒,はぼうき
羽箒,はねぼうき
女郎蜘蛛,じょろうぐも
論攷,ろんこう
乾瓢,かんぴょう
生々流転,せいせいるてん
褄先,つまさき
稲叢,いなむら
翌々年,よくよくねん
塵労,じんろう
嘉言,かげん
糧秣,りょうまつ
燧鉄,ひうちがね
硯箱,すずりばこ
生籬,いけがき
機嫌気褄,きげんきづま
櫺子,れんじ
銅鐸,どうたく
御蔭,おかげ
白樺,しらかんば
白樺,しらかば
駿才,しゅんさい
延竿,のべざお
馴鹿,となかい
珪藻,けいそう
紅裙,こうくん
焜炉,こんろ
商賈,しょうこ
剥製,はくせい
梯団,ていだん
安・近・短,あんきんたん
Ｘ線,えっくすせん
蹴鞠,けまり
蹴鞠,しゅうきく
生簀,いけす
帷幕,いばく
自然薯,じねんじょ
卯花,うのはな
鵜飼,うかい
銅鑼,どら
硯北,けんぽく
白檀,びゃくだん
摺物,すりもの
怱卒,そうそつ
皐月晴,さつきばれ
優艷,ゆうえん
捷路,しょうろ
松蝉,まつぜみ
鎮痙剤,ちんけいざい
口髭,くちひげ
木蔭,こかげ
佞人,ねいじん
野猪,やちょ
咬傷,こうしょう
削剥,さくはく
湯帷子,ゆかたびら
燐光,りんこう
木鐸,ぼくたく
博奕,ばくえき
博奕,ばくち
杣山,そまやま
梓弓,あずさゆみ
国帑,こくど
楫枕,かじまくら
片庇,かたびさし
烏龍茶,う゜ろんちゃ
弖爾乎波,てにをは
被傭者,ひようしゃ
屋体囃子,やたいばやし
廠舎,しょうしゃ
鱗状,りんじょう
養狐,ようこ
嬰記号,えいきごう
千々,ちじ
恵胡海苔,えごのり
盲龜,もうき
夜伽,よとぎ
金雀児,えにしだ
首桶,くびおけ
碧海,へきかい
指箴,ししん
（株）,かぶしきがいしゃ
趨勢,すうせい
昼餐,ちゅうさん
三宝柑,さんぼうかん
僻見,へきけん
畸人,きじん
掻巻,かいまき
松籟,しょうらい
唐胡麻,とうごま
黄雀風,こうじゃくふう
呑屋,のみや
風疹,ふうしん
銀鱗,ぎんりん
腓腹筋,ひふくきん
飛湍,ひたん
朝凪,あさなぎ
蒼白,そうはく
銅壷,どうこ
肋膜,ろくまく
寵姫,ちょうき
妾腹,しょうふく
赤楝蛇,やまかがし
紫電一閃,しでんいっせん
干海苔,ほしのり
蒼生,そうせい
鱗翅類,りんしるい
泥龜,どろがめ
綽然,しゃくぜん
嘉例,かれい
艷笑,えんしょう
嬖臣,へいしん
縄簾,なわすだれ
祐筆,ゆうひつ
曠世,こうせい
囃子方,はやしかた
曾遊,そうゆう
一顰一笑,いっぴんいっしょう
頭陀袋,ずだぶくろ
嶄然,ざんぜん
食慾,しょくよく
高祿,こうろく
篇目,へんもく
膂力,りょりょく
砒酸,ひさん
回灯篭,まわりどうろう
草々,そうそう
鄙語,ひご
跫音,きょうおん
塵塚,ちりづか
晒者,さらしもの
長袴,ながばかま
仁恕,じんじょ
機智,きち
羽虱,はじらみ
搗布,かじめ
荒砥,あらと
脳味噌,のうみそ
此処,ここ
無礙,むげ
孟母三遷,もうぼさんせん
模糊,もこ
翌々週,よくよくしゅう
車曳,くるまひき
歿前,ぼつぜん
証憑,しょうひょう
餞別,せんべつ
地蜘蛛,じぐも
本鬮,ほんくじ
娼婦,しょうふ
兇賊,きょうぞく
秕政,ひせい
諸々,もろもろ
糸鋸,いとのこ
叡慮,えいりょ
胡座,あぐら
淫蕩,いんとう
跋文,ばつぶん
唐橘,からたちばな
橢円,だえん
鱗片,りんぺん
怱忙,そうぼう
気焔万丈,きえんばんじょう
沽券,こけん
防空壕,ぼうくうごう
熱澗,あつかん
色艷,いろつや
舌鋒,ぜっぽう
続貂,ぞくちょう
皓歯,こうし
粉糠雨,こぬかあめ
塩鮭,しおざけ
然々,しかじか
地祇,ちぎ
海驢,あしか
菖蒲酒,しょうぶざけ
簀巻,すまき
麝香鹿,じゃこうじか
三題噺,さんだいばなし
陣笠,じんがさ
白粥,しらかゆ
刳形,くりかた
朝餐,ちょうさん
燻銀,いぶしぎん
椀飯振舞,おうばんぶるまい
旭光,きょっこう
赤蛙,あかがえる
蒸篭,せいろ
蒸篭,せいろう
五穀豊穣,ごこくほうじょう
糊口,ここう
而立,じりつ
巷談,こうだん
竹蜻蛉,たけとんぼ
腋芽,えきが
日傭,ひよう
日傭,ひやとい
坐棺,ざかん
荊冠,けいかん
豊頬,ほうきょう
糸柾目,いとまさめ
酢味噌,すみそ
上澣,じょうかん
川蝉,かわせみ
蒼古,そうこ
瞿麦,なでしこ
毫末,ごうまつ
超弩級,ちょうどきゅう
塵外,じんがい
内冑,うちかぶと
閑々,かんかん
病竃,びょうそう
狂躁,きょうそう
鳩目,はとめ
杣人,そまびと
紙鑢,かみやすり
赤蜻蛉,あかとんぼ
麻苧,あさお
率爾,そつじ
天竺葵,てんじくあおい
金鵄勲章,きんしくんしょう
口訣,くけつ
棗椰子,なつめやし
腔腸動物,こうちょうどうぶつ
錐面,すいめん
兇徒,きょうと
玉葱,たまねぎ
石蕗,つわぶき
薄紗,はくさ
僕婢,ぼくひ
獅子頭,ししがしら
七草粥,ななくさがゆ
白栲,しろたえ
辻番,つじばん
偃月刀,えんげつとう
佩刀,はかせ
佩刀,はいとう
唐人髷,とうじんまげ
曝涼,ばくりょう
碧落,へきらく
生贄,いけにえ
桐一葉,きりひとは
一葦,いちい
山駕篭,やまかご
偕老同穴,かいろうどうけつ
朧月夜,おぼろづきよ
其方此方,そちこち
卓袱台,ちゃぶだい
高楊枝,たかようじ
退嬰,たいえい
月蝕,げっしょく
山椒魚,さんしょううお
繃帯,ほうたい
鵞毛,がもう
佝僂病,くるびょう
白皙,はくせき
粉微塵,こなみじん
草蜉蝣,くさかげろう
師傅,しふ
釈迦一代,しゃかいちだい
仇怨,きゅうえん
雛祭,ひなまつり
形而上学,けいじじょうがく
円錐,えんすい
紫瘢,しはん
塵紙,ちりがみ
平家琵琶,へいけびわ
卵嚢,らんのう
淫靡,いんび
一番槍,いちばんやり
簾中,れんちゅう
梯段,はしごだん
品々,しなじな
牡馬,ぼば
産褥,さんじょく
簀子,すのこ
阿弥陀,あみだ
茘枝,れいし
嘉日,かじつ
白味噌,しろみそ
梯形,ていけい
太閤,たいこう
明烏,あけがらす
補缺,ほけつ
義捐,ぎえん
種々,しゅじゅ
種々,くさぐさ
油蝉,あぶらぜみ
根柢,こんてい
仏菩薩,ぶつぼさつ
朱脣,しゅしん
頚椎,けいつい
嬌態,きょうたい
祝筵,しゅくえん
吊棚,つりだな
砂埃,すなぼこり
凌霄花,のうぜんかずら
炭塵,たんじん
福祿,ふくろく
毛脛,けずね
信田鮨,しのだずし
銑鉄,せんてつ
鉄兜,てつかぶと
燐灰石,りんかいせき
偏頗,へんぱ
絃楽,げんがく
縷言,るげん
天狗,てんぐ
槍烏賊,やりいか
鱗介,りんかい
櫓拍子,ろびょうし
波涛,はとう
以夷制夷,いいせいい
